           0   3.83648872375488281250000000000000000E-0002   16954090.057103548     
           1  0.182990789413452148437500000000000000         13077986.409380931     
           2  0.330564260482788085937500000000000000         10092126.964267407     
           3  0.475733995437622070312500000000000000         7742570.0810343679     
           4  0.620811223983764648437500000000000000         5881364.6907392424     
           5  0.765313863754272460937500000000000000         4426778.4080328038     
           6  0.911444187164306640625000000000000000         3314756.5927446592     
           7   1.05660247802734375000000000000000000         2479331.9745699572     
           8   1.20614409446716308593750000000000000         1857920.6391732586     
           9   1.35177326202392578125000000000000000         1397577.4862498378     
          10   1.49906349182128906250000000000000000         1056062.9033926784     
          11   1.64594459533691406250000000000000000         800645.15715183562     
          12   1.79275059700012207031250000000000000         606937.45472397935     
          13   1.93953704833984375000000000000000000         458128.72971562558     
          14   2.08660078048706054687500000000000000         343602.85133082094     
          15   2.23494553565979003906250000000000000         256341.64799554573     
          16   2.38209962844848632812500000000000000         190676.86031813992     
          17   2.52838516235351562500000000000000000         141680.79481771670     
          18   2.67370700836181640625000000000000000         105297.54748230836     
          19   2.81982254981994628906250000000000000         78360.100781285539     
          20   2.96627140045166015625000000000000000         58440.478346425909     
