1.402145185	4.21569E-06
1.498736956	1.44749E-05
1.551261308	1.93879E-05
1.599612031	2.59723E-05
1.714421155	5.60878E-05
1.815426309	8.49328E-05
2.003260224	0.000124491
2.09886546	0.000249079
2.120609244	0.00016404
2.213180246	0.000308581
2.59229575	0.000380683
2.602645539	0.002182145
2.643913455	0.000577334
2.733347542	0.002389434
3.028349197	0.003962591
3.056225478	0.008189459
3.082882692	0.00264954
3.176346827	0.012800057
3.249416763	0.002726925
3.374223486	0.015134933
3.42458454	0.002679437
3.914499227	0.000279151
3.934287625	0.002543799
4.211017359	0.003053732
4.303789823	0.000428648
4.366132982	0.008721159
4.444040419	0.001049064
4.882204154	0.001146637
4.959966855	0.00031289
5.24359182	0.001197598
5.265746994	0.039356454
5.446995386	0.001507706
5.659714484	0.056862768
5.856529104	0.351703337
5.944358336	0.064218644
6.35273652	0.20410557
6.415155436	0.106611651
6.671763976	0.223494277
6.761695365	0.109725462
6.984505859	0.31341247
7.371264048	0.109344741
8.099182031	0.127134976
8.592518394	0.084866118
9.065303827	0.132564881
10.27510513	0.047564694
11.29057587	0.057039201
12.4635939	0.099095872
13.10058398	0.157226642
13.47228256	0.064087763
14.9591979	0.053841694
15.94860936	0.059838202
16.73595235	0.045924227
17.52849075	0.078728508
18.39707181	0.065275364
19.48986778	0.120836057
20.07963184	0.11000356
20.50722641	0.058327109
21.19674747	0.042762582
21.77554761	0.057294055
23.89891753	0.040628551
25.8731876	0.051859194
26.74973197	0.042363787
27.47241149	0.050159602
30.14597663	0.032924705
32.25273257	0.032835266
32.9651156	0.024459168
34.12040259	0.032760918
37.18587482	0.028850956
39.08499446	0.045073366
42.11515882	0.037913043
44.18337176	0.026114181
47.09738543	0.026864717
48.44903723	0.01258428
51.68992992	0.019050398
55.17567996	0.006958589
57.70099301	0.006138288
60.59775778	0.034583461
62.70376046	0.04093516
66.93931741	0.015661955
70.1191477	0.028561389
74.77533016	0.035368341
79.04402803	0.025118447
